corpus	text_source	tokenizer_id	order	vocab_size	train_docs	eval_docs	train_tokens	eval_tokens	eval_bytes	bits	bpb	bits_per_token	tokens_per_byte	oov_token_rate	roundtrip_ok	ngram_types
fineweb_en_5gb	parquet:/tmp/claude-0/-home-user-script-tok/7cda6375-6c3b-5955-885d-f6865119d2e6/scratchpad/hfdata/sample/10BT/000_00000.parquet	bpe	1	34684	8225	1610	5829978	1160971	5034578	12805032.893160567	2.543417321801463	11.014314609614786	0.2305994663306438	8.785749170306579e-05	True	1:33297
fineweb_en_5gb	parquet:/tmp/claude-0/-home-user-script-tok/7cda6375-6c3b-5955-885d-f6865119d2e6/scratchpad/hfdata/sample/10BT/000_00000.parquet	bpe	2	34684	8225	1610	5829978	1160971	5034578	10243018.836818643	2.034533745791334	8.810585100581072	0.2305994663306438	8.785749170306579e-05	True	1:33298,2:1548455
fineweb_en_5gb	parquet:/tmp/claude-0/-home-user-script-tok/7cda6375-6c3b-5955-885d-f6865119d2e6/scratchpad/hfdata/sample/10BT/000_00000.parquet	bpe	3	34684	8225	1610	5829978	1160971	5034578	9903669.541874547	1.9671300239810658	8.518692066939462	0.2305994663306438	8.785749170306579e-05	True	1:33298,2:1548456,3:3857113
fineweb_en_5gb	parquet:/tmp/claude-0/-home-user-script-tok/7cda6375-6c3b-5955-885d-f6865119d2e6/scratchpad/hfdata/sample/10BT/000_00000.parquet	bpe	4	34684	8225	1610	5829978	1160971	5034578	9862666.88103506	1.95898581391232	8.483423418269401	0.2305994663306438	8.785749170306579e-05	True	1:33298,2:1548456,3:3857114,4:5093970
fineweb_en_5gb	parquet:/tmp/claude-0/-home-user-script-tok/7cda6375-6c3b-5955-885d-f6865119d2e6/scratchpad/hfdata/sample/10BT/000_00000.parquet	bpe	5	34684	8225	1610	5829978	1160971	5034578	9854676.939798532	1.9573988008128054	8.476550829403312	0.2305994663306438	8.785749170306579e-05	True	1:33298,2:1548456,3:3857114,4:5093971,5:5534676
fineweb_en_5gb	parquet:/tmp/claude-0/-home-user-script-tok/7cda6375-6c3b-5955-885d-f6865119d2e6/scratchpad/hfdata/sample/10BT/000_00000.parquet	unigram	1	34684	8225	1610	5821050	1159289	5034578	12553688.76387458	2.4934937474152905	10.813764818364543	0.23026537676047526	7.849638873481936e-05	True	1:33483
fineweb_en_5gb	parquet:/tmp/claude-0/-home-user-script-tok/7cda6375-6c3b-5955-885d-f6865119d2e6/scratchpad/hfdata/sample/10BT/000_00000.parquet	unigram	2	34684	8225	1610	5821050	1159289	5034578	10243842.45741255	2.0346973385679097	8.824060023664893	0.23026537676047526	7.849638873481936e-05	True	1:33484,2:1506022
fineweb_en_5gb	parquet:/tmp/claude-0/-home-user-script-tok/7cda6375-6c3b-5955-885d-f6865119d2e6/scratchpad/hfdata/sample/10BT/000_00000.parquet	unigram	3	34684	8225	1610	5821050	1159289	5034578	9891361.199741438	1.9646852625466202	8.520432182077371	0.23026537676047526	7.849638873481936e-05	True	1:33484,2:1506023,3:3803494
fineweb_en_5gb	parquet:/tmp/claude-0/-home-user-script-tok/7cda6375-6c3b-5955-885d-f6865119d2e6/scratchpad/hfdata/sample/10BT/000_00000.parquet	unigram	4	34684	8225	1610	5821050	1159289	5034578	9848524.853136554	1.9561768341133168	8.483532894021405	0.23026537676047526	7.849638873481936e-05	True	1:33484,2:1506023,3:3803495,4:5069627
fineweb_en_5gb	parquet:/tmp/claude-0/-home-user-script-tok/7cda6375-6c3b-5955-885d-f6865119d2e6/scratchpad/hfdata/sample/10BT/000_00000.parquet	unigram	5	34684	8225	1610	5821050	1159289	5034578	9840048.21590421	1.9544931503502796	8.476231107016382	0.23026537676047526	7.849638873481936e-05	True	1:33484,2:1506023,3:3803495,4:5069628,5:5521290
