corpus	text_source	tokenizer_id	order	vocab_size	train_docs	eval_docs	train_tokens	eval_tokens	eval_bytes	bits	bpb	bits_per_token	tokens_per_byte	oov_token_rate	roundtrip_ok	ngram_types
fineweb_de_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/deu_Latn/train/000_00000.parquet	bpe	1	34684	8150	1728	5586213	1106948	5081906	12791536.895463143	2.5170746754196442	11.537669161651504	0.2178214236941809	0.0004101367001882654	True	1:32709
fineweb_de_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/deu_Latn/train/000_00000.parquet	bpe	3	34684	8150	1728	5586213	1106948	5081906	9522909.298427869	1.873885368684086	8.589442991846012	0.2178214236941809	0.0004101367001882654	True	1:32710,2:1706815,3:3971728
fineweb_de_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/deu_Latn/train/000_00000.parquet	bpe	5	34684	8150	1728	5586213	1106948	5081906	9440020.550925598	1.8575748057767298	8.514679266914408	0.2178214236941809	0.0004101367001882654	True	1:32710,2:1706815,3:3971729,4:4956329,5:5260155
fineweb_de_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/deu_Latn/train/000_00000.parquet	unigram	1	34684	8150	1728	5557843	1099880	5081906	12325816.210508712	2.4254317593652286	11.18893128091727	0.21643060694156877	0.0003864057897225152	True	1:32761
fineweb_de_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/deu_Latn/train/000_00000.parquet	unigram	3	34684	8150	1728	5557843	1099880	5081906	9463269.0180322	1.8621495592465112	8.590414210891897	0.21643060694156877	0.0003864057897225152	True	1:32762,2:1609115,3:3884642
fineweb_de_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/deu_Latn/train/000_00000.parquet	unigram	5	34684	8150	1728	5557843	1099880	5081906	9373181.698667474	1.8444224861041258	8.50863619242732	0.21643060694156877	0.0003864057897225152	True	1:32762,2:1609115,3:3884643,4:4911602,5:5228581
fineweb_de_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/deu_Latn/train/000_00000.parquet	fsp	1	34684	8150	1728	5521886	1093107	5081906	12430778.71513051	2.446085920347702	11.354020208643778	0.21509783927526405	0.0003586108221793475	True	1:32830
fineweb_de_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/deu_Latn/train/000_00000.parquet	fsp	3	34684	8150	1728	5521886	1093107	5081906	9471570.364515511	1.863783069682027	8.651139545699134	0.21509783927526405	0.0003586108221793475	True	1:32831,2:1666266,3:3895514
fineweb_de_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/deu_Latn/train/000_00000.parquet	fsp	5	34684	8150	1728	5521886	1093107	5081906	9387454.61203796	1.8472310609519265	8.574309929841446	0.21509783927526405	0.0003586108221793475	True	1:32831,2:1666266,3:3895515,4:4888909,5:5198682
fineweb_de_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/deu_Latn/train/000_00000.parquet	bpe_init_f1.15	1	34684	8150	1728	5493242	1087989	5081906	12433658.024831414	2.4466525010166293	11.409988120614264	0.2140907368219719	0.0003897098224338665	True	1:32768
fineweb_de_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/deu_Latn/train/000_00000.parquet	bpe_init_f1.15	3	34684	8150	1728	5493242	1087989	5081906	9475577.7394035	1.8645716271421586	8.695448212153705	0.2140907368219719	0.0003897098224338665	True	1:32769,2:1687825,3:3916637
fineweb_de_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/deu_Latn/train/000_00000.parquet	bpe_init_f1.15	5	34684	8150	1728	5493242	1087989	5081906	9393587.589510696	1.848437887184591	8.620208356399594	0.2140907368219719	0.0003897098224338665	True	1:32769,2:1687825,3:3916638,4:4884006,5:5178661
fineweb_de_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/deu_Latn/train/000_00000.parquet	fsp_bpe_init_f1.15	1	34684	8150	1728	5495468	1088375	5081906	12435942.06988659	2.4471019475540454	11.408043157285679	0.2141666925755809	0.00038957160905018953	True	1:32716
fineweb_de_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/deu_Latn/train/000_00000.parquet	fsp_bpe_init_f1.15	3	34684	8150	1728	5495468	1088375	5081906	9476432.054003334	1.8647397362334788	8.693152898398898	0.2141666925755809	0.00038957160905018953	True	1:32717,2:1686758,3:3916513
fineweb_de_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/deu_Latn/train/000_00000.parquet	fsp_bpe_init_f1.15	5	34684	8150	1728	5495468	1088375	5081906	9394375.19833525	1.848592870142669	8.617878492523413	0.2141666925755809	0.00038957160905018953	True	1:32717,2:1686758,3:3916514,4:4885431,5:5180706
fineweb_de_5gb	parquet:hf://datasets/HuggingFaceFW/fineweb-2/data/deu_Latn/train/000_00000.parquet	mingram_f1.15	1	34684	8150	1728	5477726	1085400	5081906	12447113.578885702	2.449300238706836	11.449538213426296	0.21358128229841322	0.00039156071494379953	True	1:32787
